YEAR MO DY HR MN   Hs   Tp   Dp    Depth   Ta    Pres   Wspd Wdir Temp   Temp  Cspd Cdir P
      UTC           m   sec  deg     m     sec    mB     m/s  deg Air(C) Sfc(C) m/s deg  f
2008 08 28 02 54  0.48  8.33  52           5.36                           29.5           1
2008 08 28 03 24  0.44  8.33  52           4.97                           29.5           1
2008 08 28 03 54  0.48  8.33  52           5.34                           29.5           1
2008 08 28 04 24  0.45  8.33  52           5.56                           29.4           1
2008 08 28 04 54  0.47  8.33  53           5.83                           29.4           1
2008 08 28 05 24  0.44  7.69  50           5.91                           29.5           1
2008 08 28 05 54  0.42  6.67  53           5.91                           29.4           1
2008 08 28 06 24  0.42  8.33  52           5.96                           29.4           1
2008 08 28 06 54  0.43  7.69  50           6.05                           29.4           1
2008 08 28 07 24  0.41  8.33  49           6.09                           29.4           1
2008 08 28 07 54  0.37  7.69  46           5.91                           29.4           1
2008 08 28 08 24  0.34  7.14  43           5.83                           29.4           1
2008 08 28 08 54  0.38  7.69  47           6.22                           29.3           1
2008 08 28 09 24  0.38  8.33  49           6.31                           29.3           1
2008 08 28 09 54  0.37  8.33  47           6.24                           29.3           1
2008 08 28 10 24  0.33  8.33  46           6.14                           29.3           1
2008 08 28 10 54  0.39  8.33  52           6.43                           29.3           1
2008 08 28 11 24  0.40  8.33  49           6.44                           29.3           1
2008 08 28 11 54  0.37  7.69  50           6.49                           29.3           1
2008 08 28 12 24  0.41  6.67  45           6.41                           29.4           1
2008 08 28 12 54  0.37  7.69  50           6.32                           29.5           1
2008 08 28 13 24  0.37  7.69  55           6.02                           29.5           1
2008 08 28 13 54  0.40  7.69  50           5.96                           29.6           1
2008 08 28 14 24  0.41  8.33  52           6.07                           29.8           1
2008 08 28 14 54  0.43  7.69  50           6.03                           29.8           1
2008 08 28 15 24  0.38  8.33  49           6.22                           30.0           1
2008 08 28 15 54  0.37  7.69  49           6.30                           30.0           1
2008 08 28 16 24  0.39  8.33  52           6.32                           30.1           1
2008 08 28 16 54  0.38  7.14  50           6.23                           30.0           1
2008 08 28 17 24  0.38  7.69  53           6.05                           30.2           1
2008 08 28 17 54  0.39  7.69  53           5.10                           30.0           1
2008 08 28 18 24  0.42  7.69  49           4.09                           29.8           1
2008 08 28 18 54  0.41  8.33  49           4.90                           29.8           1
2008 08 28 19 24  0.40  7.14  45           5.58                           29.7           1
2008 08 28 19 54  0.43  8.33  47           5.84                           29.8           1
2008 08 28 20 24  0.43  7.69  49           5.86                           29.8           1
2008 08 28 20 54  0.38  7.14  46           5.31                           29.8           1
2008 08 28 21 24  0.43  7.69  52           5.24                           29.8           1
2008 08 28 21 54  0.43  7.69  52           4.97                           29.8           1
2008 08 28 22 24  0.46  7.14  50           4.79                           29.8           1
2008 08 28 22 54  0.46  7.69  53           4.56                           29.7           1
2008 08 28 23 24  0.49  7.14  46           4.32                           29.7           1
2008 08 28 23 54  0.52  7.69  50           4.30                           29.7           1
2008 08 29 00 24  0.53  7.69  50           4.46                           29.7           1
2008 08 29 00 54  0.55  7.69  46           4.17                           29.6           1
2008 08 29 01 24  0.61  7.69  49           4.14                           29.7           1
2008 08 29 01 54  0.62  6.67  46           4.38                           29.7           1
2008 08 29 02 24  0.62  7.69  47           4.28                           29.6           1
2008 08 29 02 54  0.61  7.14  49           4.17                           29.5           1
2008 08 29 03 24  0.61  7.14  47           4.12                           29.5           1
2008 08 29 03 54  0.60  7.14  50           4.34                           29.5           1
2008 08 29 04 24  0.62  6.67  43           4.65                           29.5           1
2008 08 29 04 54  0.58  7.14  49           4.72                           29.5           1
2008 08 29 05 24  0.58  7.69  46           4.91                           29.5           1
2008 08 29 05 54  0.55  7.69  50           4.80                           29.5           1
2008 08 29 06 24  0.59  7.69  49           4.88                           29.5           1
2008 08 29 06 54  0.62  7.14  46           4.55                           29.5           1
2008 08 29 07 24  0.60  7.14  43           4.82                           29.5           1
2008 08 29 07 54  0.60  7.69  45           5.07                           29.5           1
2008 08 29 08 24  0.63  7.14  43           4.91                           29.5           1
2008 08 29 08 54  0.65  7.14  46           4.96                           29.5           1
